"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	29615	2937979	1008.0
"Total"	"Arkansas"	"05"	"2011"	"2011"			33937	2937979	1155.1
	"Arkansas"	"05"	"2012"	"2012"	"Drug-induced causes"	"D"	3901	2949131	132.3
	"Arkansas"	"05"	"2012"	"2012"	"Alcohol-induced causes"	"A"	388	2949131	13.2
	"Arkansas"	"05"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	30077	2949131	1019.9
"Total"	"Arkansas"	"05"	"2012"	"2012"			34366	2949131	1165.3
	"Arkansas"	"05"	"2013"	"2013"	"Drug-induced causes"	"D"	3993	2959373	134.9
	"Arkansas"	"05"	"2013"	"2013"	"Alcohol-induced causes"	"A"	412	2959373	13.9
	"Arkansas"	"05"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	30394	2959373	1027.0
"Total"	"Arkansas"	"05"	"2013"	"2013"			34799	2959373	1175.9
	"Arkansas"	"05"	"2014"	"2014"	"Drug-induced causes"	"D"	3873	2966369	130.6
	"Arkansas"	"05"	"2014"	"2014"	"Alcohol-induced causes"	"A"	403	2966369	13.6
	"Arkansas"	"05"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	30440	2966369	1026.2
"Total"	"Arkansas"	"05"	"2014"	"2014"			34716	2966369	1170.3
	"Arkansas"	"05"	"2015"	"2015"	"Drug-induced causes"	"D"	4265	2978204	143.2
	"Arkansas"	"05"	"2015"	"2015"	"Alcohol-induced causes"	"A"	450	2978204	15.1
	"Arkansas"	"05"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	31583	2978204	1060.5
"Total"	"Arkansas"	"05"	"2015"	"2015"			36298	2978204	1218.8
	"Arkansas"	"05"	"2016"	"2016"	"Drug-induced causes"	"D"	4087	2988248	136.8
	"Arkansas"	"05"	"2016"	"2016"	"Alcohol-induced causes"	"A"	535	2988248	17.9
	"Arkansas"	"05"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	31720	2988248	1061.5
"Total"	"Arkansas"	"05"	"2016"	"2016"			36342	2988248	1216.2
	"Arkansas"	"05"	"2017"	"2017"	"Drug-induced causes"	"D"	4232	3004279	140.9
	"Arkansas"	"05"	"2017"	"2017"	"Alcohol-induced causes"	"A"	485	3004279	16.1
	"Arkansas"	"05"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	32543	3004279	1083.2
"Total"	"Arkansas"	"05"	"2017"	"2017"			37260	3004279	1240.2
	"Arkansas"	"05"	"2018"	"2018"	"Drug-induced causes"	"D"	4205	3013825	139.5
	"Arkansas"	"05"	"2018"	"2018"	"Alcohol-induced causes"	"A"	569	3013825	18.9
	"Arkansas"	"05"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	32273	3013825	1070.8
"Total"	"Arkansas"	"05"	"2018"	"2018"			37047	3013825	1229.2
"Total"	"Arkansas"	"05"					643430	57133491	1126.2
	"California"	"06"	"1999"	"1999"	"Drug-induced causes"	"D"	6287	33499204	18.8
	"California"	"06"	"1999"	"1999"	"Alcohol-induced causes"	"A"	5428	33499204	16.2
	"California"	"06"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	228893	33499204	683.3
"Total"	"California"	"06"	"1999"	"1999"			240608	33499204	718.2
	"California"	"06"	"2000"	"2000"	"Drug-induced causes"	"D"	5600	33871648	16.5
	"California"	"06"	"2000"	"2000"	"Alcohol-induced causes"	"A"	5683	33871648	16.8
	"California"	"06"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	229087	33871648	676.3
"Total"	"California"	"06"	"2000"	"2000"			240370	33871648	709.6
	"California"	"06"	"2001"	"2001"	"Drug-induced causes"	"D"	4691	34479458	13.6
	"California"	"06"	"2001"	"2001"	"Alcohol-induced causes"	"A"	5306	34479458	15.4
	"California"	"06"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	233618	34479458	677.6
"Total"	"California"	"06"	"2001"	"2001"			243615	34479458	706.6
	"California"	"06"	"2002"	"2002"	"Drug-induced causes"	"D"	7004	34871843	20.1
	"California"	"06"	"2002"	"2002"	"Alcohol-induced causes"	"A"	6130	34871843	17.6
	"California"	"06"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	234049	34871843	671.2
"Total"	"California"	"06"	"2002"	"2002"			247183	34871843	708.8
	"California"	"06"	"2003"	"2003"	"Drug-induced causes"	"D"	7123	35253159	20.2
	"California"	"06"	"2003"	"2003"	"Alcohol-induced causes"	"A"	6477	35253159	18.4
	"California"	"06"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	238768	35253159	677.3
"Total"	"California"	"06"	"2003"	"2003"			252368	35253159	715.9
	"California"	"06"	"2004"	"2004"	"Drug-induced causes"	"D"	7238	35574576	20.3
	"California"	"06"	"2004"	"2004"	"Alcohol-induced causes"	"A"	6645	35574576	18.7
	"California"	"06"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	231862	35574576	651.8
"Total"	"California"	"06"	"2004"	"2004"			245745	35574576	690.8
	"California"	"06"	"2005"	"2005"	"Drug-induced causes"	"D"	7443	35827943	20.8
	"California"	"06"	"2005"	"2005"	"Alcohol-induced causes"	"A"	6870	35827943	19.2
	"California"	"06"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	236247	35827943	659.4
"Total"	"California"	"06"	"2005"	"2005"			250560	35827943	699.3
	"California"	"06"	"2006"	"2006"	"Drug-induced causes"	"D"	7436	36021202	20.6
	"California"	"06"	"2006"	"2006"	"Alcohol-induced causes"	"A"	6914	36021202	19.2
	"California"	"06"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	236371	36021202	656.2
"Total"	"California"	"06"	"2006"	"2006"			250721	36021202	696.0
	"California"	"06"	"2007"	"2007"	"Drug-induced causes"	"D"	7684	36250311	21.2
	"California"	"06"	"2007"	"2007"	"Alcohol-induced causes"	"A"	6969	36250311	19.2
	"California"	"06"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	232906	36250311	642.5
"Total"	"California"	"06"	"2007"	"2007"			247559	36250311	682.9
	"California"	"06"	"2008"	"2008"	"Drug-induced causes"	"D"	7567	36604337	20.7
	"California"	"06"	"2008"	"2008"	"Alcohol-induced causes"	"A"	7179	36604337	19.6
	"California"	"06"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	233935	36604337	639.1
"Total"	"California"	"06"	"2008"	"2008"			248681	36604337	679.4
	"California"	"06"	"2009"	"2009"	"Drug-induced causes"	"D"	7770	36961229	21.0
	"California"	"06"	"2009"	"2009"	"Alcohol-induced causes"	"A"	7438	36961229	20.1
	"California"	"06"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	231970	36961229	627.6
"Total"	"California"	"06"	"2009"	"2009"			247178	36961229	668.7
	"California"	"06"	"2010"	"2010"	"Drug-induced causes"	"D"	7577	37253956	20.3
	"California"	"06"	"2010"	"2010"	"Alcohol-induced causes"	"A"	7366	37253956	19.8
	"California"	"06"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	233242	37253956	626.1
"Total"	"California"	"06"	"2010"	"2010"			248185	37253956	666.2
	"California"	"06"	"2011"	"2011"	"Drug-induced causes"	"D"	7761	37691912	20.6
	"California"	"06"	"2011"	"2011"	"Alcohol-induced causes"	"A"	7633	37691912	20.3
	"California"	"06"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	239107	37691912	634.4
"Total"	"California"	"06"	"2011"	"2011"			254501	37691912	675.2
	"California"	"06"	"2012"	"2012"	"Drug-induced causes"	"D"	7705	38041430	20.3
	"California"	"06"	"2012"	"2012"	"Alcohol-induced causes"	"A"	7662	38041430	20.1
	"California"	"06"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	241771	38041430	635.5
"Total"	"California"	"06"	"2012"	"2012"			257138	38041430	675.9
	"California"	"06"	"2013"	"2013"	"Drug-induced causes"	"D"	8265	38332521	21.6
	"California"	"06"	"2013"	"2013"	"Alcohol-induced causes"	"A"	7958	38332521	20.8
	"California"	"06"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	247622	38332521	646.0
"Total"	"California"	"06"	"2013"	"2013"			263845	38332521	688.3
	"California"	"06"	"2014"	"2014"	"Drug-induced causes"	"D"	8366	38802500	21.6
	"California"	"06"	"2014"	"2014"	"Alcohol-induced causes"	"A"	8260	38802500	21.3
	"California"	"06"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	245006	38802500	631.4
"Total"	"California"	"06"	"2014"	"2014"			261632	38802500	674.3
	"California"	"06"	"2015"	"2015"	"Drug-induced causes"	"D"	8754	39144818	22.4
	"California"	"06"	"2015"	"2015"	"Alcohol-induced causes"	"A"	8598	39144818	22.0
	"California"	"06"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	258228	39144818	659.7
"Total"	"California"	"06"	"2015"	"2015"			275580	39144818	704.0
	"California"	"06"	"2016"	"2016"	"Drug-induced causes"	"D"	9099	39250017	23.2
	"California"	"06"	"2016"	"2016"	"Alcohol-induced causes"	"A"	8647	39250017	22.0
	"California"	"06"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	261275	39250017	665.7
"Total"	"California"	"06"	"2016"	"2016"			279021	39250017	710.9
	"California"	"06"	"2017"	"2017"	"Drug-induced causes"	"D"	9434	39536653	23.9
	"California"	"06"	"2017"	"2017"	"Alcohol-induced causes"	"A"	8772	39536653	22.2
	"California"	"06"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	267134	39536653	675.7
"Total"	"California"	"06"	"2017"	"2017"			285340	39536653	721.7
	"California"	"06"	"2018"	"2018"	"Drug-induced causes"	"D"	9904	39557045	25.0
	"California"	"06"	"2018"	"2018"	"Alcohol-induced causes"	"A"	8967	39557045	22.7
	"California"	"06"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	267860	39557045	677.1
"Total"	"California"	"06"	"2018"	"2018"			286731	39557045	724.9
"Total"	"California"	"06"					5126561	736825762	695.8
	"Colorado"	"08"	"1999"	"1999"	"Drug-induced causes"	"D"	1437	4226018	34.0
	"Colorado"	"08"	"1999"	"1999"	"Alcohol-induced causes"	"A"	989	4226018	23.4
	"Colorado"	"08"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	27011	4226018	639.2
"Total"	"Colorado"	"08"	"1999"	"1999"			29437	4226018	696.6
	"Colorado"	"08"	"2000"	"2000"	"Drug-induced causes"	"D"	1439	4301261	33.5
	"Colorado"	"08"	"2000"	"2000"	"Alcohol-induced causes"	"A"	1007	4301261	23.4
	"Colorado"	"08"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	27190	4301261	632.1
"Total"	"Colorado"	"08"	"2000"	"2000"			29636	4301261	689.0
	"Colorado"	"08"	"2001"	"2001"	"Drug-induced causes"	"D"	1536	4425687	34.7
	"Colorado"	"08"	"2001"	"2001"	"Alcohol-induced causes"	"A"	1166	4425687	26.3
	"Colorado"	"08"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	28173	4425687	636.6
"Total"	"Colorado"	"08"	"2001"	"2001"			30875	4425687	697.6
	"Colorado"	"08"	"2002"	"2002"	"Drug-induced causes"	"D"	1623	4490406	36.1
	"Colorado"	"08"	"2002"	"2002"	"Alcohol-induced causes"	"A"	1139	4490406	25.4
	"Colorado"	"08"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	29067	4490406	647.3
"Total"	"Colorado"	"08"	"2002"	"2002"			31829	4490406	708.8
	"Colorado"	"08"	"2003"	"2003"	"Drug-induced causes"	"D"	1690	4528732	37.3
	"Colorado"	"08"	"2003"	"2003"	"Alcohol-induced causes"	"A"	1149	4528732	25.4
	"Colorado"	"08"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	29341	4528732	647.9
"Total"	"Colorado"	"08"	"2003"	"2003"			32180	4528732	710.6
	"Colorado"	"08"	"2004"	"2004"	"Drug-induced causes"	"D"	1645	4575013	36.0
	"Colorado"	"08"	"2004"	"2004"	"Alcohol-induced causes"	"A"	1057	4575013	23.1
	"Colorado"	"08"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	28161	4575013	615.5
"Total"	"Colorado"	"08"	"2004"	"2004"			30863	4575013	674.6
	"Colorado"	"08"	"2005"	"2005"	"Drug-induced causes"	"D"	1842	4631888	39.8
	"Colorado"	"08"	"2005"	"2005"	"Alcohol-induced causes"	"A"	1180	4631888	25.5
	"Colorado"	"08"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	29468	4631888	636.2
"Total"	"Colorado"	"08"	"2005"	"2005"			32490	4631888	701.4
	"Colorado"	"08"	"2006"	"2006"	"Drug-induced causes"	"D"	1863	4720423	39.5
	"Colorado"	"08"	"2006"	"2006"	"Alcohol-induced causes"	"A"	1203	4720423	25.5
	"Colorado"	"08"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	29354	4720423	621.9
"Total"	"Colorado"	"08"	"2006"	"2006"			32420	4720423	686.8
	"Colorado"	"08"	"2007"	"2007"	"Drug-induced causes"	"D"	1989	4803868	41.4
	"Colorado"	"08"	"2007"	"2007"	"Alcohol-induced causes"	"A"	1231	4803868	25.6
	"Colorado"	"08"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	29797	4803868	620.3
"Total"	"Colorado"	"08"	"2007"	"2007"			33017	4803868	687.3
	"Colorado"	"08"	"2008"	"2008"	"Drug-induced causes"	"D"	2104	4889730	43.0
	"Colorado"	"08"	"2008"	"2008"	"Alcohol-induced causes"	"A"	1398	4889730	28.6
	"Colorado"	"08"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	31048	4889730	635.0
"Total"	"Colorado"	"08"	"2008"	"2008"			34550	4889730	706.6
	"Colorado"	"08"	"2009"	"2009"	"Drug-induced causes"	"D"	2134	4972195	42.9
	"Colorado"	"08"	"2009"	"2009"	"Alcohol-induced causes"	"A"	1491	4972195	30.0
	"Colorado"	"08"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	30956	4972195	622.6
"Total"	"Colorado"	"08"	"2009"	"2009"			34581	4972195	695.5
	"Colorado"	"08"	"2010"	"2010"	"Drug-induced causes"	"D"	2020	5029196	40.2
	"Colorado"	"08"	"2010"	"2010"	"Alcohol-induced causes"	"A"	1462	5029196	29.1
	"Colorado"	"08"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	31203	5029196	620.4
"Total"	"Colorado"	"08"	"2010"	"2010"			34685	5029196	689.7
	"Colorado"	"08"	"2011"	"2011"	"Drug-induced causes"	"D"	2046	5116796	40.0
	"Colorado"	"08"	"2011"	"2011"	"Alcohol-induced causes"	"A"	1435	5116796	28.0
	"Colorado"	"08"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	32322	5116796	631.7
"Total"	"Colorado"	"08"	"2011"	"2011"			35803	5116796	699.7
	"Colorado"	"08"	"2012"	"2012"	"Drug-induced causes"	"D"	5150	5187582	99.3
	"Colorado"	"08"	"2012"	"2012"	"Alcohol-induced causes"	"A"	1479	5187582	28.5
	"Colorado"	"08"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	32897	5187582	634.1
"Total"	"Colorado"	"08"	"2012"	"2012"			39526	5187582	761.9
	"Colorado"	"08"	"2013"	"2013"	"Drug-induced causes"	"D"	5701	5268367	108.2
	"Colorado"	"08"	"2013"	"2013"	"Alcohol-induced causes"	"A"	1466	5268367	27.8
	"Colorado"	"08"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	33481	5268367	635.5
"Total"	"Colorado"	"08"	"2013"	"2013"			40648	5268367	771.5
	"Colorado"	"08"	"2014"	"2014"	"Drug-induced causes"	"D"	4860	5355866	90.7
	"Colorado"	"08"	"2014"	"2014"	"Alcohol-induced causes"	"A"	1643	5355866	30.7
	"Colorado"	"08"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	34978	5355866	653.1
"Total"	"Colorado"	"08"	"2014"	"2014"			41481	5355866	774.5
	"Colorado"	"08"	"2015"	"2015"	"Drug-induced causes"	"D"	6307	5456574	115.6
	"Colorado"	"08"	"2015"	"2015"	"Alcohol-induced causes"	"A"	1723	5456574	31.6
	"Colorado"	"08"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	36100	5456574	661.6
"Total"	"Colorado"	"08"	"2015"	"2015"			44130	5456574	808.7
	"Colorado"	"08"	"2016"	"2016"	"Drug-induced causes"	"D"	6751	5540545	121.8
	"Colorado"	"08"	"2016"	"2016"	"Alcohol-induced causes"	"A"	1890	5540545	34.1
	"Colorado"	"08"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	37312	5540545	673.4
"Total"	"Colorado"	"08"	"2016"	"2016"			45953	5540545	829.4
	"Colorado"	"08"	"2017"	"2017"	"Drug-induced causes"	"D"	7094	5607154	126.5
	"Colorado"	"08"	"2017"	"2017"	"Alcohol-induced causes"	"A"	2075	5607154	37.0
	"Colorado"	"08"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	37819	5607154	674.5
"Total"	"Colorado"	"08"	"2017"	"2017"			46988	5607154	838.0
	"Colorado"	"08"	"2018"	"2018"	"Drug-induced causes"	"D"	7125	5695564	125.1
	"Colorado"	"08"	"2018"	"2018"	"Alcohol-induced causes"	"A"	2125	5695564	37.3
	"Colorado"	"08"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	38310	5695564	672.6
"Total"	"Colorado"	"08"	"2018"	"2018"			47560	5695564	835.0
"Total"	"Colorado"	"08"					728652	98822865	737.3
	"Connecticut"	"09"	"1999"	"1999"	"Drug-induced causes"	"D"	470	3386401	13.9
	"Connecticut"	"09"	"1999"	"1999"	"Alcohol-induced causes"	"A"	409	3386401	12.1
	"Connecticut"	"09"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	29404	3386401	868.3
"Total"	"Connecticut"	"09"	"1999"	"1999"			30283	3386401	894.3
	"Connecticut"	"09"	"2000"	"2000"	"Drug-induced causes"	"D"	538	3405565	15.8
	"Connecticut"	"09"	"2000"	"2000"	"Alcohol-induced causes"	"A"	466	3405565	13.7
	"Connecticut"	"09"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	30095	3405565	883.7
"Total"	"Connecticut"	"09"	"2000"	"2000"			31099	3405565	913.2
	"Connecticut"	"09"	"2001"	"2001"	"Drug-induced causes"	"D"	528	3432835	15.4
	"Connecticut"	"09"	"2001"	"2001"	"Alcohol-induced causes"	"A"	425	3432835	12.4
	"Connecticut"	"09"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	29789	3432835	867.8
"Total"	"Connecticut"	"09"	"2001"	"2001"			30742	3432835	895.5
	"Connecticut"	"09"	"2002"	"2002"	"Drug-induced causes"	"D"	559	3458749	16.2
	"Connecticut"	"09"	"2002"	"2002"	"Alcohol-induced causes"	"A"	441	3458749	12.8
	"Connecticut"	"09"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	30075	3458749	869.5
"Total"	"Connecticut"	"09"	"2002"	"2002"			31075	3458749	898.4
	"Connecticut"	"09"	"2003"	"2003"	"Drug-induced causes"	"D"	517	3484336	14.8
	"Connecticut"	"09"	"2003"	"2003"	"Alcohol-induced causes"	"A"	395	3484336	11.3
	"Connecticut"	"09"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	29592	3484336	849.3
"Total"	"Connecticut"	"09"	"2003"	"2003"			30504	3484336	875.5
	"Connecticut"	"09"	"2004"	"2004"	"Drug-induced causes"	"D"	1961	3496094	56.1
	"Connecticut"	"09"	"2004"	"2004"	"Alcohol-induced causes"	"A"	397	3496094	11.4
	"Connecticut"	"09"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	29279	3496094	837.5
"Total"	"Connecticut"	"09"	"2004"	"2004"			31637	3496094	904.9
	"Connecticut"	"09"	"2005"	"2005"	"Drug-induced causes"	"D"	3323	3506956	94.8
	"Connecticut"	"09"	"2005"	"2005"	"Alcohol-induced causes"	"A"	422	3506956	12.0
	"Connecticut"	"09"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	29418	3506956	838.8
"Total"	"Connecticut"	"09"	"2005"	"2005"			33163	3506956	945.6
	"Connecticut"	"09"	"2006"	"2006"	"Drug-induced causes"	"D"	3711	3517460	105.5
	"Connecticut"	"09"	"2006"	"2006"	"Alcohol-induced causes"	"A"	466	3517460	13.2
	"Connecticut"	"09"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	29210	3517460	830.4
"Total"	"Connecticut"	"09"	"2006"	"2006"			33387	3517460	949.2
	"Connecticut"	"09"	"2007"	"2007"	"Drug-induced causes"	"D"	3914	3527270	111.0
	"Connecticut"	"09"	"2007"	"2007"	"Alcohol-induced causes"	"A"	421	3527270	11.9
	"Connecticut"	"09"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	28594	3527270	810.7
"Total"	"Connecticut"	"09"	"2007"	"2007"			32929	3527270	933.6
	"Connecticut"	"09"	"2008"	"2008"	"Drug-induced causes"	"D"	3774	3545579	106.4
	"Connecticut"	"09"	"2008"	"2008"	"Alcohol-induced causes"	"A"	476	3545579	13.4
	"Connecticut"	"09"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	28733	3545579	810.4
"Total"	"Connecticut"	"09"	"2008"	"2008"			32983	3545579	930.3
	"Connecticut"	"09"	"2009"	"2009"	"Drug-induced causes"	"D"	3582	3561807	100.6
	"Connecticut"	"09"	"2009"	"2009"	"Alcohol-induced causes"	"A"	446	3561807	12.5
	"Connecticut"	"09"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	28521	3561807	800.7
"Total"	"Connecticut"	"09"	"2009"	"2009"			32549	3561807	913.8
	"Connecticut"	"09"	"2010"	"2010"	"Drug-induced causes"	"D"	3456	3574097	96.7
	"Connecticut"	"09"	"2010"	"2010"	"Alcohol-induced causes"	"A"	438	3574097	12.3
	"Connecticut"	"09"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	28662	3574097	801.9
"Total"	"Connecticut"	"09"	"2010"	"2010"			32556	3574097	910.9
	"Connecticut"	"09"	"2011"	"2011"	"Drug-induced causes"	"D"	3531	3580709	98.6
	"Connecticut"	"09"	"2011"	"2011"	"Alcohol-induced causes"	"A"	416	3580709	11.6
	"Connecticut"	"09"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	29486	3580709	823.5
"Total"	"Connecticut"	"09"	"2011"	"2011"			33433	3580709	933.7
	"Connecticut"	"09"	"2012"	"2012"	"Drug-induced causes"	"D"	3368	3590347	93.8
	"Connecticut"	"09"	"2012"	"2012"	"Alcohol-induced causes"	"A"	421	3590347	11.7
	"Connecticut"	"09"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	29285	3590347	815.7
"Total"	"Connecticut"	"09"	"2012"	"2012"			33074	3590347	921.2
	"Connecticut"	"09"	"2013"	"2013"	"Drug-induced causes"	"D"	3672	3596080	102.1
	"Connecticut"	"09"	"2013"	"2013"	"Alcohol-induced causes"	"A"	541	3596080	15.0
	"Connecticut"	"09"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	29554	3596080	821.8
"Total"	"Connecticut"	"09"	"2013"	"2013"			33767	3596080	939.0
	"Connecticut"	"09"	"2014"	"2014"	"Drug-induced causes"	"D"	3521	3596677	97.9
	"Connecticut"	"09"	"2014"	"2014"	"Alcohol-induced causes"	"A"	586	3596677	16.3
	"Connecticut"	"09"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	29763	3596677	827.5
"Total"	"Connecticut"	"09"	"2014"	"2014"			33870	3596677	941.7
	"Connecticut"	"09"	"2015"	"2015"	"Drug-induced causes"	"D"	3801	3590886	105.9
	"Connecticut"	"09"	"2015"	"2015"	"Alcohol-induced causes"	"A"	712	3590886	19.8
	"Connecticut"	"09"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	30435	3590886	847.6
"Total"	"Connecticut"	"09"	"2015"	"2015"			34948	3590886	973.2
	"Connecticut"	"09"	"2016"	"2016"	"Drug-induced causes"	"D"	3965	3576452	110.9
	"Connecticut"	"09"	"2016"	"2016"	"Alcohol-induced causes"	"A"	814	3576452	22.8
	"Connecticut"	"09"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	30465	3576452	851.8
"Total"	"Connecticut"	"09"	"2016"	"2016"			35244	3576452	985.4
	"Connecticut"	"09"	"2017"	"2017"	"Drug-induced causes"	"D"	4007	3588184	111.7
	"Connecticut"	"09"	"2017"	"2017"	"Alcohol-induced causes"	"A"	873	3588184	24.3
	"Connecticut"	"09"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	31225	3588184	870.2
"Total"	"Connecticut"	"09"	"2017"	"2017"			36105	3588184	1006.2
	"Connecticut"	"09"	"2018"	"2018"	"Drug-induced causes"	"D"	3785	3572665	105.9
	"Connecticut"	"09"	"2018"	"2018"	"Alcohol-induced causes"	"A"	839	3572665	23.5
	"Connecticut"	"09"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	31143	3572665	871.7
"Total"	"Connecticut"	"09"	"2018"	"2018"			35767	3572665	1001.1
"Total"	"Connecticut"	"09"					659115	70589149	933.7
	"Delaware"	"10"	"1999"	"1999"	"Drug-induced causes"	"D"	101	774990	13.0
	"Delaware"	"10"	"1999"	"1999"	"Alcohol-induced causes"	"A"	146	774990	18.8
	"Delaware"	"10"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	6649	774990	857.9
"Total"	"Delaware"	"10"	"1999"	"1999"			6896	774990	889.8
	"Delaware"	"10"	"2000"	"2000"	"Drug-induced causes"	"D"	115	783600	14.7
	"Delaware"	"10"	"2000"	"2000"	"Alcohol-induced causes"	"A"	158	783600	20.2
	"Delaware"	"10"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	6863	783600	875.8
"Total"	"Delaware"	"10"	"2000"	"2000"			7136	783600	910.7
	"Delaware"	"10"	"2001"	"2001"	"Drug-induced causes"	"D"	132	795699	16.6
	"Delaware"	"10"	"2001"	"2001"	"Alcohol-induced causes"	"A"	163	795699	20.5
	"Delaware"	"10"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	7095	795699	891.7
